,TCUID,Company,Country,ISIN,GICS Sector Name,Carbon-Scope 1  (tonnes CO2e),Carbon-Scope 2  (tonnes CO2e),Carbon-Scope 3 (tonnes CO2e),Carbon Intensity-Scope 1 (tonnes CO2e/USD mn),Carbon Intensity-Scope 2 (tonnes CO2e/USD mn),Carbon Intensity-Scope 3 (tonnes CO2e/USD mn),Carbon Disclosure,Revenue (USD mn)
17777,44578,HOCHTIEF Aktiengesellschaft,GERMANY,DE0006070006,Industrials,2509560.778,167716.082,4756823.944,95.927,6.411,181.828,Exact Value from CDP,26161.18254815813
17793,44579,JCDecaux SE,FRANCE,FR0000077919,Communication Services,22471.802,194829.49,100931.132,9.39,81.409,42.174,Exact Value from CDP,2393.2094
17805,44580,K+S Aktiengesellschaft,GERMANY,DE000KSAG888,Materials,2045481.886,99680.0,447958.092,737.924,35.96,161.604,Exact Value from CDP,2771.942399722805
17820,44581,Heidelberger Druckmaschinen Aktiengesellschaft,GERMANY,DE0007314007,Industrials,34563.169,61887.641,780200.098,13.081,23.422,295.28,Value split from data provided in Environmental/CSR,2642.237735283883
17836,44582,ProSiebenSat.1 Media SE,GERMANY,DE000PSM7770,Communication Services,1599.0,9577.0,204372.39,0.347,2.076,44.308,Value derived from data provided in Environmental/CSR,4612.4958
17852,44583,M6 - Metropole TV,FRANCE,FR0000053225,Communication Services,60.785,336.215,61414.053,0.042,0.232,42.309,Value split from data provided in Environmental/CSR,1451.562744676354
17868,44584,Solocal Group S.A.,FRANCE,FR00140006O9,Communication Services,938.371,3454.015,47094.38,1.902,7.002,95.473,Estimate used instead of disclosure - data does not cover global operations,493.276033259069
17884,44586,STADA Arzneimittel Aktiengesellschaft,GERMANY,DE0007251803,Health Care,31000.0,112000.0,306649.536,9.035,32.644,89.377,Value derived from data provided in Annual Report/Financial Accounts Disclosure,3430.952613892869
17898,44588,Mediaset Espana,SPAIN,ES0152503035,Communication Services,590.78,4813.191,38985.095,0.628,5.113,41.411,Value derived from data provided in Environmental/CSR,941.418677153399
17919,44590,Wienerberger AG,AUSTRIA,AT0000831706,Materials,2138399.551,407709.903,772110.988,559.301,106.637,201.947,Value summed up from data provided in Environmental/CSR,3823.34401046526
17931,44591,Terna SpA,ITALY,IT0003242622,Utilities,61497.229,1612109.1,126061.88,21.722,569.43,44.528,Value summed up from data provided in CDP,2831.094517883278
17944,44592,Wereldhave N.V.,NETHERLANDS,NL0000289213,Real Estate,5020.0,11563.0,7672.826,19.984,46.031,30.545,Value derived from data provided in CDP,251.199215408147
18094,45009,ITV Plc,UNITED KINGDOM,GB0033986497,Communication Services,2554.0,9892.0,147900.915,0.716,2.773,41.466,Value derived from data provided in CDP,3566.81928644585
18531,45131,The Berkeley Group Holdings plc,UNITED KINGDOM,GB00BLJNXL82,Consumer Discretionary,2717.193,5485.465,507470.905,1.118,2.256,208.741,Exact Value from CDP,2431.101166211468
18558,45134,Premier Foods PLC,UNITED KINGDOM,GB00B7N0K053,Consumer Staples,40277.57,22460.83,618760.322,37.396,20.854,574.495,Value derived from data provided in Annual Report/Financial Accounts Disclosure,1077.050008976693
18596,45149,Pentair PLC,UNITED KINGDOM,IE00BLS09M33,Industrials,26783.0,71615.0,732069.229,8.875,23.731,242.584,Value derived from data provided in Environmental/CSR,3017.800078125
18891,45227,Endo International plc,IRELAND,IE00BJ3V9050,Health Care,46652.205,34624.133,259469.132,16.07,11.927,89.377,Estimated data,2903.074
18956,45241,TechnipFMC plc,UNITED KINGDOM,GB00BDSFG982,Energy,346816.0,80187.0,3399231.916,26.575,6.144,260.466,Value derived from data provided in Annual Report/Financial Accounts Disclosure,13050.6
19207,45299,Liberty Global plc,UNITED KINGDOM,GB00B8W67662,Communication Services,47029.0,199115.0,681555.531,3.926,16.62,56.891,Exact Value from CDP,11980.1
19804,45440,Valaris Limited,UNITED KINGDOM,BMG9460G1015,Energy,697153.313,18314.019,492080.68,488.476,12.832,344.787,Exact Value from Environmental/CSR,1427.2
21491,46102,"Autoliv, Inc.",SWEDEN,US0528001094,Consumer Discretionary,97975.0,283666.0,2760921.956,13.156,38.089,370.723,Value derived from data provided in Environmental/CSR,7447.4
21798,46148,Lindt & Sprungli AG Br,SWITZERLAND,CH0010570759,Consumer Staples,46349.0,66378.936,1642230.646,10.786,15.447,382.168,Value derived from data provided in CDP,4297.140823373245
21842,46151,Boiron SA,FRANCE,FR0000061129,Health Care,9406.506,6981.28,52316.883,16.07,11.927,89.377,Estimated data,585.348180545194
21859,46152,VERBUND AG,AUSTRIA,AT0000746409,Utilities,662009.772,406000.018,196340.641,179.186,109.892,53.143,Exact Value from CDP,3694.542898522183
21866,46153,Vossloh AG,GERMANY,DE0007667107,Industrials,15935.6,28937.9,313208.721,16.077,29.194,315.981,Value derived from data provided in Annual Report/Financial Accounts Disclosure,991.224967843141
21906,46158,Mayr-Melnhof Karton AG,AUSTRIA,AT0000938204,Materials,551331.84,273053.37,869571.459,191.322,94.754,301.757,Value derived from data provided in CDP,2881.697386995091
21923,46160,Modern Times Group MTG AB (publ),SWEDEN,SE0018012494,Communication Services,29.0,804.0,15348.007,0.067,1.852,35.358,Value derived from data provided in Annual Report/Financial Accounts Disclosure,434.080581575677
22282,46333,IWG Plc,SWITZERLAND,JE00BYVQYS01,Real Estate,40234.579,176523.569,96854.66,12.648,55.493,30.448,Estimated data,3181.02304556277
22307,46338,Halfords Group plc,UNITED KINGDOM,GB00B012TP20,Consumer Discretionary,11748.0,13478.72,96124.484,8.006,9.185,65.506,Value derived from data provided in Annual Report/Financial Accounts Disclosure,1467.408578050192
22332,46340,Admiral Group plc,UNITED KINGDOM,GB00B02J6398,Financials,605.0,1374.698,40970.536,0.362,0.822,24.484,Value derived from data provided in Environmental/CSR,1673.365360674844
22374,46416,Clarkson Plc,UNITED KINGDOM,GB0002018363,Industrials,794.0,1474.0,41869.244,1.728,3.208,91.136,Value summed up from data provided in Annual Report/Financial Accounts Disclosure,459.415585419872
22390,46430,VOESTALPINE AG,AUSTRIA,AT0000937503,Materials,12440680.0,809378.0,11541799.425,880.326,57.273,816.719,Exact Value from CDP,14131.903698586812
22405,46447,Atresmedia Corporacion de Medios de Comunicaion SA,SPAIN,ES0109427734,Communication Services,1860.0,347.0,40355.341,2.042,0.381,44.308,Value derived from data provided in CDP,910.782709795042
22420,46454,Reach plc,UNITED KINGDOM,GB0009039941,Communication Services,3977.0,10440.631,94616.657,5.168,13.568,122.955,Value derived from data provided in CDP,769.520324887396
22436,46469,Xaar plc,UNITED KINGDOM,GB0001570810,Information Technology,74.0,1741.0,10400.841,1.202,28.289,169.002,Value derived from data provided in Annual Report/Financial Accounts Disclosure,61.542699993846
22464,46610,JKX Oil & Gas plc,UNITED KINGDOM,GB0004697420,Energy,245588.363,513.415,5769.349,4401.225,9.201,103.393,Value derived from data provided in Annual Report/Financial Accounts Disclosure,55.8
22482,46693,Countrywide Limited,UNITED KINGDOM,GB00BK5V9445,Real Estate,57.0,3423.0,16198.383,0.107,6.453,30.535,Value derived from data provided in Annual Report/Financial Accounts Disclosure,530.48774594201
22498,46704,Geberit AG,SWITZERLAND,CH0030170408,Industrials,107426.0,99259.943,1020247.207,33.777,31.21,320.791,Value derived from data provided in CDP,3180.412426984825
22520,46706,McKay Securities Plc,UNITED KINGDOM,GB0005522007,Real Estate,415.0,1519.0,1133.627,11.146,40.798,30.448,Value derived from data provided in Environmental/CSR,37.231999913179
22536,46707,Camellia Plc,UNITED KINGDOM,GB0001667087,Consumer Staples,171682.0,48245.0,150398.436,459.678,129.176,402.691,Value summed up from data provided in Annual Report/Financial Accounts Disclosure,373.483499962651
22552,46708,Ecora Resources PLC,UNITED KINGDOM,GB0006449366,Materials,266.216,1580.587,949.062,6.103,36.236,21.758,Estimated data,43.6188
22568,46712,Braemar Plc,UNITED KINGDOM,GB0000600931,Industrials,4286.134,2124.124,11551.243,27.773,13.764,74.849,Derived from previous year,154.328061668262
22591,46719,Centaur Media Plc,UNITED KINGDOM,GB0034291418,Communication Services,31.373,71.665,4063.525,0.755,1.725,97.786,Value derived from data provided in Annual Report/Financial Accounts Disclosure,41.555178793002
22607,46720,Dignity plc,UNITED KINGDOM,GB00BRB37M78,Consumer Discretionary,15710.195,4133.21,58871.29,34.284,9.02,128.472,Exact Value from CDP,458.2422
22623,46721,Chesnara Plc,UNITED KINGDOM,GB00B00FPT80,Financials,416.893,148.555,19755.672,0.513,0.183,24.326,Estimated data,812.121519413897
22646,46725,PayPoint plc,UNITED KINGDOM,GB00B02QND93,Industrials,349.0,534.0,7695.747,1.288,1.97,28.395,Value derived from data provided in Annual Report/Financial Accounts Disclosure,271.0265
22847,46799,ABB Ltd,SWITZERLAND,CH0012221716,Industrials,225717.085,310703.043,10501541.783,8.637,11.889,401.834,Exact Value from CDP,26133.99884340197
22876,46803,Safran SA,FRANCE,FR0000073272,Industrials,153327.667,268333.0,2388028.489,7.961,13.933,123.994,Exact Value from CDP,19259.19289807408
23216,47046,H. Lundbeck A/S,DENMARK,DK0061804697,Health Care,6272.726,14852.054,241481.402,2.322,5.497,89.377,Exact Value from CDP,2701.818037210346
23248,47056,Anheuser-Busch InBev SA/NV,BELGIUM,BE0974293251,Consumer Staples,3081905.0,2227758.0,18447807.924,65.739,47.519,393.503,Exact Value from CDP,46880.99865872383
23260,47062,Accenture plc,IRELAND,IE00B4BNMY34,Information Technology,57674.374,232064.314,1657498.54,1.301,5.235,37.392,Exact Value from Environmental/CSR,44327.039
23656,47204,ERAMET S.A.,FRANCE,FR0000131757,Materials,3823976.824,320751.757,1326687.403,934.583,78.392,324.244,Exact Value from CDP,4091.638190221026
23715,47212,SES S.A.,LUXEMBOURG,LU0088087324,Communication Services,2510.03,25847.84,107046.014,1.174,12.089,50.065,Value derived from data provided in CDP,2138.137334551785
23767,47221,Seagate Technology Holdings plc,IRELAND,IE00BKVD2N49,Information Technology,292965.0,879041.378,1258002.645,27.878,83.647,119.707,Exact Value from CDP,10509.0
23882,47241,SIG Group AG,SWITZERLAND,CH0435377954,Materials,84124.0,95200.0,404019.597,40.642,45.993,195.191,Value derived from data provided in Environmental/CSR,2069.8675
24035,47256,Torm plc,UNITED KINGDOM,GB00BZ3CNK81,Energy,1335928.574,649.45,89704.822,1787.54,0.869,120.03,Exact Value from Annual Report/10K/Financial Accounts Disclosure,747.356
24059,47258,KONE Oyj,FINLAND,FI0009013403,Industrials,113290.0,32713.957,2767267.014,10.002,2.888,244.302,Exact Value from CDP,11327.227018322732
24123,47268,YIT Oyj,FINLAND,FI0009800643,Industrials,39776.211,22118.894,682708.497,11.372,6.324,195.18,Value derived from data provided in CDP,3497.837675417502
24172,47272,Stolt-Nielsen Limited,UNITED KINGDOM,BMG850801025,Industrials,1810662.092,27459.971,219386.954,926.105,14.045,112.211,Exact Value from Environmental/CSR,1955.136
24217,47276,Prosafe SE,NORWAY,NO0010861990,Energy,57229.325,15.731,14488.567,1009.336,0.277,255.53,Exact Value from Environmental/CSR,56.7
24334,47287,PSP Swiss Property AG,SWITZERLAND,CH0018294154,Real Estate,7193.0,2251.155,11322.697,19.343,6.054,30.448,Value derived from data provided in CDP,371.8743
24355,47289,Hellenic Exchanges - Athens Stock Exchange SA,GREECE,GRS395363005,Financials,13.317,235.784,931.701,0.405,7.174,28.347,Estimated data,32.8676
24388,47292,Andritz AG,AUSTRIA,AT0000730007,Industrials,25968.0,108285.343,1979956.775,3.356,13.994,255.878,Value derived from data provided in Annual Report/Financial Accounts Disclosure,7737.903055946565
24403,47293,Flutter Entertainment PLC,IRELAND,IE00BWT6H894,Consumer Discretionary,7464.208,17561.672,278337.484,1.319,3.102,49.166,Derived from previous year,5661.123143055172
24603,47319,Neste Oyj,FINLAND,FI0009013296,Energy,2165225.865,631658.732,4716507.448,183.428,53.511,399.562,Exact Value from CDP,11804.20488898634
24619,47320,Wihlborgs Fastigheter AB (publ),SWEDEN,SE0018012635,Real Estate,1090.0,10250.0,10186.189,3.262,30.673,30.482,Value derived from data provided in Annual Report/Financial Accounts Disclosure,334.16711274504
24632,47321,Cargotec Corporation,FINLAND,FI0009013429,Industrials,22700.0,23908.384,1110134.236,6.103,6.428,298.471,Exact Value from CDP,3719.401699628059
24680,47327,James Hardie Industries plc,IRELAND,AU000000JHX1,Materials,330836.0,273023.975,769827.047,126.913,104.735,295.315,Exact Value from CDP,2606.8
24746,47335,Carlsberg A/S,DENMARK,DK0010181759,Consumer Staples,406000.0,321088.731,3519413.196,45.362,35.875,393.224,Value derived from data provided in CDP,8950.154199104985
24968,47350,NV Bekaert SA,BELGIUM,BE0974258874,Materials,262419.122,1251907.557,4324947.448,61.035,291.175,1005.92,Exact Value from Environmental/CSR,4299.495557100692
24991,47354,Coloplast A/S,DENMARK,DK0060448595,Health Care,12281.125,28607.427,388555.7,4.416,10.287,139.722,Exact Value from CDP,2780.9146
25073,47363,Kingspan Group Plc,IRELAND,IE0004927939,Industrials,293572.309,65879.52,2388942.881,56.289,12.632,458.054,Exact Value from CDP,5215.414099478458
25180,47376,Wartsila Oyj,FINLAND,FI0009003727,Industrials,52911.0,34588.792,1509639.225,10.038,6.562,286.391,Exact Value from CDP,5271.260928023415
25259,47382,Jeronimo Martins & Filito SGPS,PORTUGAL,PTJMT0AE0001,Consumer Staples,223315.0,838530.982,2148675.24,10.156,38.134,97.717,Exact Value from CDP,21988.8512
25275,47383,SSAB AB (publ),SWEDEN,SE0000171100,Materials,8995842.07,1157520.855,4270195.414,1266.644,162.983,601.257,Exact Value from Annual Report/10K/Financial Accounts Disclosure,7102.109967248126
25300,47385,Fabege AB (publ),SWEDEN,SE0011166974,Real Estate,3854.398,16910.63,9278.496,12.648,55.493,30.448,Estimated data,304.736098355892
25316,47386,DSV A/S,DENMARK,DK0060079531,Industrials,80288.0,98304.429,2090467.428,4.53,5.546,117.942,Value derived from data provided in CDP,17724.488596455103
25331,47387,Schibsted ASA,NORWAY,NO0003028904,Communication Services,263.0,450.565,125379.623,0.192,0.329,91.446,Value derived from data provided in Environmental/CSR,1371.085599725782
25440,47399,Sonova Holding AG,SWITZERLAND,CH0012549785,Health Care,14145.0,23574.373,442724.498,4.785,7.975,149.762,Value derived from data provided in CDP,2956.1926
25455,47400,Nokian Renkaat Oyj,FINLAND,FI0009005318,Consumer Discretionary,71810.0,51700.0,347060.564,47.957,34.527,231.779,Value summed up from data provided in Environmental/CSR,1497.379973419049
25530,47408,Eniro Group AB (publ),SWEDEN,SE0011256312,Communication Services,303.522,802.141,7142.126,3.169,8.374,74.563,Estimated data,95.786593345708
25591,47413,Alfa Laval Corporate AB,SWEDEN,SE0000695876,Industrials,17025.0,66606.807,1336382.997,3.78,14.79,296.744,Value derived from data provided in CDP,4503.490999549651
27774,47694,Esprit Holdings Limited,GERMANY,BMG3122U1457,Consumer Discretionary,1915.711,8931.303,79446.373,1.62,7.554,67.195,Derived from previous year,1182.330431497438
28424,47786,Demant A/S,DENMARK,DK0060738599,Health Care,5019.0,16662.0,315312.461,2.269,7.532,142.539,Value derived from data provided in Environmental/CSR,2212.121099778787
28478,47791,Swedish Match AB (publ),SWEDEN,SE0015812219,Consumer Staples,9436.0,30866.616,412657.098,5.203,17.021,227.556,Value derived from data provided in CDP,1813.429490034866
28512,47797,Straumann Holding AG,SWITZERLAND,CH1175448666,Health Care,1136.0,9115.255,262534.144,0.748,6.002,172.875,Value derived from data provided in CDP,1518.6344
28528,47800,"NOS, S.G.P.S., S.A.",PORTUGAL,PTZON0AM0006,Communication Services,3441.072,50040.204,87413.663,2.207,32.097,56.069,Exact Value from CDP,1559.039477420528
28547,47805,"Siemens Gamesa Renewable Energy, S.A.",SPAIN,ES0143416115,Industrials,26053.0,1956.607,1696014.428,2.455,0.184,159.829,Value derived from data provided in Environmental/CSR,10611.433826289544
28626,47812,Yara International ASA,NORWAY,NO0010208051,Materials,16627655.053,835517.928,6333296.939,1434.532,72.083,546.398,Exact Value from CDP,11591.0
28647,47815,"Ferrovial, S.A.",SPAIN,ES0118900010,Industrials,817504.0,85916.0,1261331.269,113.117,11.888,174.529,Exact Value from CDP,7227.04095790889
28660,47816,LANXESS Aktiengesellschaft,GERMANY,DE0005470405,Materials,1263100.0,1646900.0,2202132.17,181.56,236.728,316.538,Exact Value from CDP,6956.924699304306
28750,47825,GN Store Nord A/S,DENMARK,DK0010272632,Health Care,63902.815,16695.805,291177.055,31.078,8.12,141.611,Estimate used instead of disclosure - data does not cover global operations,2056.176847470863
28766,47826,Greencore Group plc,IRELAND,IE0003864109,Consumer Staples,60105.0,24952.0,1181962.293,37.314,15.49,733.772,Value derived from data provided in Environmental/CSR,1610.804254474054
28787,47829,NKT A/S,DENMARK,DK0010287663,Industrials,12053.0,44431.737,495054.327,7.035,25.933,288.938,Value derived from data provided in Environmental/CSR,1713.359243054285
28884,47838,Valora Holding AG,SWITZERLAND,CH0002088976,Consumer Discretionary,24137.466,66024.212,132146.48,13.351,36.52,73.094,Estimated data,1807.904855406917
28914,47841,Tomra Systems ASA,NORWAY,NO0012470089,Industrials,19614.02,8137.214,319227.947,18.575,7.706,302.31,Exact Value from CDP,1055.9632
28967,47849,Bang & Olufsen A/S,DENMARK,DK0010218429,Consumer Discretionary,2387.32,2802.409,54121.545,7.917,9.293,179.48,Derived from previous year,301.5463
28983,47850,"Sonae, SGPS, S.A.",PORTUGAL,PTSON0AM0001,Consumer Staples,63480.0,114076.208,531049.45,8.007,14.39,66.987,Value derived from data provided in CDP,7927.634515326688
28986,47851,RHI Magnesita N.V.,AUSTRIA,NL0012650360,Materials,2136992.35,222740.347,640485.343,830.011,86.513,248.766,Exact Value from CDP,2574.6548
29033,47855,Logitech International S.A.,SWITZERLAND,CH0025751329,Information Technology,895.21,16723.0,510429.669,0.301,5.62,171.524,Exact Value from CDP,2975.851
29131,47867,Getinge AB (publ),SWEDEN,SE0000202624,Health Care,14191.351,11292.944,468321.409,4.382,3.487,144.615,Exact Value from Annual Report/10K/Financial Accounts Disclosure,3238.391009081688
