,TCUID,Company,ISIN,GICS Sector Name,Carbon-Scope 1  (tonnes CO2e),Carbon-Scope 2  (tonnes CO2e),Carbon-Scope 3 (tonnes CO2e),Carbon Intensity-Scope 1 (tonnes CO2e/USD mn),Carbon Intensity-Scope 2 (tonnes CO2e/USD mn),Carbon Intensity-Scope 3 (tonnes CO2e/USD mn),Carbon Disclosure,Revenue (USD mn)
42028,239285,"WuHan Yangtze Communication Industry GroupCo.,Ltd",CNE000001659,Information Technology,1168.516,273.187,3398.355,45.66,10.675,132.792,Estimated data,25.5915
42031,239286,"Xiamen Comfort Science&Technology Group Co., Ltd",CNE100001740,Consumer Discretionary,38454.753,16948.109,232550.7,37.649,16.593,227.678,Estimated data,1021.4001
42034,239287,Xiamen Kingdomway Group Company,CNE1000018X4,Health Care,8159.944,6056.112,45383.784,16.07,11.927,89.377,Estimated data,507.7771
42037,239288,"Xiamen Meiya Pico Information Co.,LTD.",CNE100001120,Information Technology,12568.39,10959.924,55404.723,36.352,31.699,160.247,Estimated data,345.7452
42041,239289,"Xinjiang Yilite Industry Co.,Ltd",CNE0000010C7,Consumer Staples,12827.616,7658.042,99260.349,49.127,29.329,380.144,Estimated data,261.1126
42044,239290,"Xiwang Foodstuffs Co.,Ltd.",CNE000000008,Consumer Staples,45214.877,36854.837,994848.599,53.991,44.008,1187.941,Estimated data,837.456099916255
42046,239291,"Yangzhou Yangjie Electronic Technology Co., Ltd.",CNE100001R90,Information Technology,24019.798,15387.88,57201.238,62.997,40.358,150.023,Estimated data,381.2832
42050,239292,"Yealink Network Technology Co., Ltd.",CNE100002PC5,Information Technology,18222.448,4260.227,52995.705,45.66,10.675,132.792,Estimated data,399.087071136173
42052,239293,"Zhejiang Hangmin Co.,Ltd",CNE000001KQ9,Consumer Discretionary,939033.309,88694.899,429013.422,1238.482,116.979,565.822,Estimated data,758.213299924178
42055,239294,"Zhejiang Jiemei Electronic And Technology Co., Ltd.",CNE100002JM7,Materials,107085.567,7208.842,69104.596,518.441,34.901,334.561,Estimated data,206.5531
42058,239295,"Zhejiang Jingxin Pharmaceutical Co., Ltd.",CNE000001K73,Health Care,7690.165,5820.07,45564.955,16.29,12.328,96.518,Estimated data,472.088078848289
42062,239296,"Zhejiang Meida Industrial Co., Ltd.",CNE100001DR1,Consumer Discretionary,6972.051,3932.858,76930.298,27.172,15.328,299.823,Estimated data,256.5857
42065,239297,"Zhejiang Wolwo Bio-Pharmaceutical Co., Ltd.",CNE100001R58,Health Care,1482.207,1109.004,8237.394,16.079,12.03,89.358,Estimated data,92.184554716672
42069,239298,"Zhejiang Yatai Pharmaceutical Co., Ltd.",CNE100000MM5,Health Care,1198.901,889.795,6668.017,16.07,11.927,89.377,Estimated data,74.6052
42071,239299,"Zhuhai Orbita Aerospace Science & Technology Co.,Ltd",CNE100000LL9,Information Technology,5036.541,3389.916,13758.462,39.961,26.896,109.163,Estimated data,126.035799987397
42077,239301,"ZJBC Information Technology Co., Ltd",CNE000000TT6,Information Technology,5260.914,5526.28,16430.3,14.11,14.821,44.066,Estimated data,372.858731994909
42079,239311,"Electric Connector Technology Co., Ltd.",CNE100003472,Information Technology,13655.19,17961.653,77935.554,36.352,47.816,207.473,Estimated data,375.6421
42112,239392,"Anhui Guangxin Agrochemical Co., Ltd.",CNE1000022J5,Materials,45139.301,10364.721,116200.525,91.56,21.024,235.7,Estimated data,493.0008
42115,239393,"Anhui Jiangnan Chemical Industry Co., Ltd.",CNE100000B57,Materials,10912.465,13262.7,133396.017,19.218,23.357,234.927,Estimated data,567.819699943217
42118,239394,"Anhui Truchum Advanced Materials and Technology Co., Ltd.",CNE1000006X9,Materials,602747.046,580949.765,1103185.399,181.066,174.519,331.399,Estimate used instead of disclosure - data does not cover global operations,3328.871199667113
42120,239395,Aoyuan Healthy Life Group Company Limited,KYG0404F1019,Real Estate,369.0,41783.0,6212.157,1.809,204.791,30.448,Value derived from data provided in Annual Report/Financial Accounts Disclosure,204.027493855971
42123,239396,ArtGo Holdings Limited,KYG0509A1067,Industrials,63.04,4771.87,1318.134,6.16,466.272,128.798,Value derived from data provided in Annual Report/Financial Accounts Disclosure,10.234100438542
42126,239397,Asiainfo Technologies Limited,VGG0542G1028,Information Technology,3793.874,5405.0,30777.731,4.349,6.197,35.285,Estimate used instead of disclosure - data does not cover global operations,872.257373733075
42135,239402,"BAIC BluePark New Energy Technology Co.,Ltd.",CNE000000LP1,Consumer Discretionary,9386.199,5277.642,203869.561,12.286,6.908,266.858,Estimated data,763.963176994217
42138,239403,"BIEM.L.FDLKK Garment Co.,Ltd.",CNE100002C70,Consumer Discretionary,7965.864,8426.392,28672.105,28.373,30.014,102.126,Estimated data,280.7517
42145,239405,"Beijing Aosaikang Pharmaceutical Co., Ltd.",CNE100001X92,Health Care,8807.922,6537.026,48987.692,16.07,11.927,89.377,Estimated data,548.099477896074
42148,239406,Beijing Jingcheng Machinery Electric Company Limited,CNE100000270,Industrials,5414.26,4389.622,86831.432,34.335,27.837,550.644,Estimated data,157.6906
42159,239410,"C.Q. Pharmaceutical Holding Co., Ltd.",CNE0000010K0,Health Care,121800.847,100188.997,330056.265,18.589,15.291,50.374,Estimated data,6552.1687
42164,239412,CanSino Biologics Inc.,CNE100003F01,Health Care,50.302,75.633,313.069,13.948,20.971,86.807,Estimated data,3.606499891395
42171,239414,Champion Alliance International Holdings Limited,KYG2121P1072,Materials,6.979,4779.1,22932.871,0.085,57.997,278.302,Derived from previous year,82.402922732866
42178,239416,"China Kings Resources Group Co.,Ltd.",CNE100002XN6,Materials,52992.419,28607.366,33067.373,415.925,224.532,259.538,Estimated data,127.4087
42180,239417,China Risun Group Limited,KYG2120H1065,Materials,2305227.12,495516.32,970847.76,804.122,172.849,338.656,Value derived from data provided in Annual Report/Financial Accounts Disclosure,2866.762613097725
42186,239419,China Tianrui Group Cement Company Limited,KYG844081060,Materials,22334646.0,1142005.0,771631.253,12664.934,647.578,437.556,Value derived from data provided in Environmental/CSR,1763.5027
42189,239420,China Tianying Inc.,CNE000000FN8,Industrials,5531451.4,29230.513,254389.653,1745.748,9.225,80.286,Estimated data,3168.528313414268
42196,239422,"Cisen Pharmaceutical Co., Ltd.",CNE100002VG4,Health Care,8555.208,6349.468,47582.155,16.07,11.927,89.377,Estimated data,532.3736
42211,239429,"D and O Home Collection Group Co., Ltd.",CNE100002BK8,Industrials,322982.543,79899.721,134648.223,395.43,97.822,164.851,Estimated data,816.788699918321
42214,239430,"Dalian My Gym Education Technology Co.,Ltd.",CNE1000017D8,Industrials,884.025,524.889,5176.974,17.118,10.164,100.245,Estimated data,51.642999994836
42219,239432,Dexin China Holdings Company Limited,KYG2751H1020,Real Estate,28736.337,126050.962,69230.01,12.657,55.52,30.493,Estimate used instead of disclosure - data does not cover global operations,2270.35446660818
42235,239438,Duiba Group Limited,KYG2856W1033,Communication Services,559.515,1265.528,7361.118,3.606,8.156,47.441,Estimate used instead of disclosure - data does not cover global operations,155.1646
42270,239450,Fujian Aonong Biological Technology Group Incorporation Limited,CNE100002VK6,Consumer Staples,830839.973,67449.487,1463261.302,497.867,40.418,876.835,Estimated data,1668.799800384926
42287,239456,"Getein Biotech, Inc",CNE100002RR9,Health Care,3393.852,4691.171,14189.136,20.852,28.822,87.177,Estimated data,162.76251649505
42310,239464,"Hailir Pesticides and Chemicals Group Co.,Ltd.",CNE100002GT8,Materials,50139.067,10461.645,112226.119,107.224,22.373,240.0,Estimated data,467.609299953239
42322,239468,"Henan Lingrui Pharmaceutical Co., Ltd.",CNE000001501,Health Care,5455.417,4293.956,30687.234,16.148,12.71,90.834,Estimated data,337.837899966216
42334,239472,"Huada Automotive Technology Corp.,Ltd",CNE100002GW2,Consumer Discretionary,2553.826,4763.749,79245.336,11.947,22.286,370.723,Estimated data,213.758926786542
42337,239473,"Huaibei Mining Holdings Co.,Ltd.",CNE000001HH4,Materials,8349590.256,352508.101,1312067.914,1102.316,46.538,173.22,Estimated data,7574.588384585707
42340,239474,"Hunan Baili Engineering Sci&Tech Co.,Ltd",CNE100002GD2,Industrials,4288.038,2285.429,35786.024,21.075,11.233,175.884,Estimated data,203.464293852585
42343,239475,"Hunan New Wellful Co.,Ltd.",CNE000001J27,Consumer Staples,334322.301,13923.237,139084.603,847.115,35.279,352.417,Estimated data,394.659699960534
42382,239489,"Jiajiayue Group Co., Ltd.",CNE100002ZV4,Consumer Staples,25037.695,96937.074,236428.149,10.36,40.112,97.833,Estimated data,2416.655827225473
42385,239490,"Jiangsu Dingsheng New Material Joint-Stock Co.,Ltd",CNE100003J80,Materials,2613955.638,953648.887,958545.428,1451.74,529.638,532.357,Estimated data,1800.5672
42388,239491,Flower King Eco-Engineering Inc.,CNE1000030Q3,Industrials,574.793,629.653,4192.601,6.935,7.597,50.583,Estimated data,82.8854
42391,239492,"Jiangsu Huaxicun Co.,Ltd.",CNE000001063,Consumer Discretionary,131383.099,24909.283,120914.699,384.935,72.981,354.264,Estimated data,341.312799965868
42394,239493,"Joinn Laboratories(China)Co.,Ltd.",CNE100002W27,Health Care,2704.814,3280.226,13709.087,17.35,21.041,87.938,Estimated data,155.895189048173
42405,239497,"L&K Engineering (Suzhou) Co.,Ltd.",CNE100002G01,Industrials,2793.293,1339.863,20408.462,20.743,9.95,151.553,Estimated data,134.66229593135
42413,239499,"Lanzhou Lishang Guochao Industrial Group Co.,Ltd",CNE000000LW7,Consumer Discretionary,911.961,1951.003,3997.781,10.502,22.466,46.036,Estimated data,86.840843792956
42424,239502,"Lionco Pharmaceutical Group Co.,Ltd.",CNE1000022R8,Health Care,2330.815,1729.874,12963.473,16.07,11.927,89.377,Estimated data,145.042
42428,239504,Luckin Coffee Inc.,US54951L1098,Consumer Discretionary,12317.557,36318.912,106812.224,21.076,62.144,182.763,Estimated data,584.429149603306
42464,239517,"NBTM New Materials Group Co., Ltd.",CNE000001HK8,Consumer Discretionary,5684.034,10602.644,176375.809,11.947,22.286,370.723,Estimated data,475.7618
42470,239519,"Nanjing King-Friend Biochemical Pharmaceutical Co., Ltd",CNE100002WP3,Health Care,8328.267,7233.319,37997.536,19.719,17.126,89.966,Estimated data,422.356618707501
42472,239520,"Nanjing Well Pharmaceutical Group Co.,Ltd.",CNE100003JD4,Materials,2224.463,2592.564,24242.153,20.857,24.308,227.299,Estimated data,106.653196777609
42477,239522,Natural Food International Holding Limited,KYG6402W1033,Consumer Staples,10056.255,11181.398,137703.178,48.245,53.643,660.634,Estimate used instead of disclosure - data does not cover global operations,208.4408
42492,239528,"Ningbo Construction Co., Ltd.",CNE100001674,Industrials,62131.961,33125.84,523834.919,21.66,11.548,182.616,Estimated data,2868.499669449883
42496,239529,"Ningbo Jifeng Auto Parts Co., Ltd.",CNE100001V94,Consumer Discretionary,27235.185,50802.826,845108.965,11.947,22.286,370.723,Estimated data,2279.6242
42500,239530,"Tech-Bank Food Co., Ltd.",CNE100000056,Consumer Staples,2010338.12,78668.399,1384940.058,1288.934,50.438,887.958,Estimated data,1559.69009984403
42509,239534,"Offcn Education Technology Co., Ltd.",CNE100001641,Consumer Discretionary,29084.199,11786.214,88262.048,17.918,7.261,54.375,Estimated data,1623.204895889736
42563,239555,"Qianhe Condiment and Food Co., Ltd.",CNE1000026G2,Consumer Staples,10309.993,5348.786,130256.197,42.022,21.801,530.9,Estimated data,245.3499
42566,239556,"Qingdao Gon Technology Co., Ltd.",CNE100002086,Materials,256404.028,69421.854,473678.986,246.413,66.717,455.221,Estimated data,1040.546981563863
42589,239564,"SKSHU Paint Co.,Ltd.",CNE1000027D7,Materials,24929.391,20525.582,374810.247,20.981,17.275,315.447,Estimate used instead of disclosure - data does not cover global operations,1188.186388342993
42600,239567,"Shaanxi Heimao Coking Co., Ltd.",CNE100001VV5,Energy,272945.714,56307.346,479836.945,207.989,42.907,365.643,Estimated data,1312.3083
42604,239568,"Shandong Hi-Speed Road and Bridge Group Co., Ltd.",CNE0000009D7,Industrials,108080.742,57623.569,911229.35,21.66,11.548,182.616,Estimated data,4989.85652549832
42608,239569,"Shandong Longda Meishi Co., Ltd.",CNE100001WH2,Consumer Staples,117995.919,107246.247,7121933.381,33.788,30.71,2039.354,Estimated data,3492.2491
42612,239571,"Shanghai Dongzheng Automotive Finance Co., Ltd.",CNE100003HX6,Financials,22.3,149.485,825.442,0.783,5.248,28.982,Value derived from data provided in Environmental/CSR,28.481628319601
42615,239572,"Shanghai MOONS' Electric Co.,Ltd.",CNE100002RN8,Industrials,10924.203,5408.533,44459.985,34.071,16.868,138.663,Estimated data,320.6327
42618,239573,"Shanghai Sinotec (Group) Co., Ltd.",CNE100003GY6,Consumer Discretionary,1105.217,2061.604,34294.947,11.947,22.286,370.723,Estimated data,92.50829721423
42621,239574,"Shenzhen Cereals Holdings Co., Ltd.",CNE000000354,Consumer Staples,33745.442,35014.001,136188.965,19.596,20.333,79.086,Estimated data,1722.029492563422
42625,239575,"Shenzhen Ellassay Fashion Co.,Ltd.",CNE100002227,Consumer Discretionary,8263.112,3166.132,65810.388,29.064,11.136,231.476,Estimated data,284.3081
42628,239576,"Shenzhen Megmeet Electrical Co., LTD",CNE100002JV8,Industrials,7876.366,9151.537,89204.718,16.099,18.706,182.335,Estimated data,489.235159432344
42631,239577,"Shenzhen SDG Information Co., Ltd.",CNE000001238,Information Technology,29247.491,12387.38,120889.581,42.743,18.103,176.671,Estimated data,684.264499931573
42637,239580,Sinoma Energy Conservation Ltd.,CNE100001TB1,Industrials,6107.395,6388.856,76758.936,16.23,16.978,203.983,Estimated data,376.300688630552
42644,239582,So-Young International Inc.,US83356Q1085,Communication Services,587.958,1554.674,8317.314,3.133,8.285,44.326,Estimated data,187.639493825373
42655,239587,"Suli Co., Ltd.",CNE100002G35,Materials,299222.03,28734.359,129681.873,1324.944,127.235,574.226,Estimated data,225.8375
42658,239588,Sunpower Group Ltd.,BMG8585U1027,Industrials,9667.397,11906.088,152081.453,16.438,20.245,258.595,Estimated data,588.107335776581
42661,239589,Sunwave Communications Co.Ltd,CNE000001R19,Communication Services,9423.986,14947.871,59425.822,7.443,11.806,46.936,Estimated data,1266.115631703276
42667,239591,"Suzhou Keda Technology Co.,Ltd",CNE100003019,Information Technology,8458.61,4357.421,45975.182,24.801,12.776,134.803,Estimated data,341.054599965895
42670,239592,"Suzhou Longjie Special Fiber Co., Ltd.",CNE100003GW0,Materials,13380.256,8953.51,57279.515,104.995,70.258,449.472,Estimated data,127.4372
42690,239599,"Tangrenshen Group Co., Ltd",CNE1000011J8,Consumer Staples,719172.13,112134.689,3145282.267,267.9,41.771,1171.654,Estimated data,2684.480718891817
42698,239602,Tongyu Communication Inc.,CNE100002656,Information Technology,237761.523,2202.861,28856.906,1087.051,10.072,131.934,Exact Value from CDP,218.721633780883
42720,239610,"UE Furniture Co., Ltd.",CNE100001VM4,Industrials,6572.806,12344.69,76189.427,13.211,24.812,153.134,Estimated data,497.5351
42739,239618,"Wangneng Environment Co., Ltd.",CNE000001KW7,Industrials,1337276.885,101.542,10946.027,5439.942,0.413,44.528,Estimated data,245.8256
42752,239622,"Wuhan DDMC Culture & Sports Co.,Ltd.",CNE000000VC8,Communication Services,871.116,2096.509,5772.664,8.592,20.679,56.938,Estimated data,101.384599989861
42755,239623,"Wuxi Shangji Automation Co., Ltd.",CNE100003JF9,Industrials,6054.883,10692.454,129070.724,13.878,24.508,295.84,Estimated data,436.2849
42764,239626,"GoldenHome Living Co., Ltd.",CNE100002XF2,Consumer Discretionary,5652.6,5684.704,102928.042,14.778,14.862,269.094,Estimated data,382.498434117006
42768,239627,"Xiandai Investment Co.,Ltd",CNE000000925,Industrials,10755.461,17183.975,75423.097,5.187,8.288,36.377,Estimated data,2073.357199585328
42772,239628,"Xilinmen Furniture Co.,Ltd",CNE100001JQ0,Consumer Discretionary,11516.573,12157.156,209986.656,14.134,14.92,257.717,Estimated data,814.796475381957
42775,239629,TECON BIOLOGY Co.LTD,CNE000001PZ9,Consumer Staples,1038809.009,83582.581,1418003.111,598.1,48.123,816.422,Estimated data,1736.849699652631
42778,239630,"Xinjiang Tianye Co.,Ltd.",CNE000000R10,Materials,1018001.49,571198.598,370308.308,781.278,438.373,284.198,Estimated data,1302.9955998697
42781,239631,"Xinjiang Xintai Natural Gas Co., Ltd.",CNE100003J56,Utilities,96118.698,7920.447,65142.692,314.047,25.878,212.84,Estimated data,306.064799969393
42784,239632,"Yantai Eddie Precision Machinery Co., Ltd.",CNE100002Z65,Industrials,8619.874,9742.055,116342.59,26.374,29.807,355.97,Estimated data,326.832699967317
42792,239634,"YOUNGY Co.,Ltd.",CNE1000008C9,Industrials,5580.761,8617.763,11640.732,98.774,152.526,206.03,Estimated data,56.50029999435
42794,239635,Yunji Inc.,US98873N1072,Consumer Discretionary,7080.607,32142.457,54950.756,8.836,40.112,68.576,Estimated data,801.316275869376
42797,239636,"Zbom Home Collection Co.,Ltd",CNE100002QR1,Industrials,7871.993,11972.842,101579.475,14.146,21.516,182.543,Estimated data,556.4679
42800,239637,"Zhejiang Dayuan Pumps Industry Co., Ltd",CNE100002RM0,Industrials,2506.427,4913.521,51858.21,12.241,23.997,253.266,Estimated data,204.7582
42804,239638,"Zhejiang Jianfeng Group Co., Ltd.",CNE000000B18,Industrials,1786717.035,70731.273,133982.593,3797.097,150.317,284.737,Estimated data,470.548199952945
42807,239639,"Zhejiang Rongsheng Environmental Protection Paper Joint Stock Co., Ltd.",CNE100002G68,Materials,146157.862,26055.466,65343.533,594.947,106.061,265.986,Estimated data,245.6653
42810,239640,"Zhejiang Tony Electronic Co., Ltd",CNE100002RV1,Industrials,791.739,24208.184,38872.954,5.887,180.014,289.063,Value summed up from data provided in Environmental/CSR,134.4792
42813,239641,"Zhejiang Yinlun Machinery Co.,Ltd.",CNE100000072,Consumer Discretionary,23953.651,25831.527,364111.832,26.14,28.189,397.348,Estimated data,916.354534044862
42868,239669,"TRS Information Technology Co., Ltd.",CNE100001401,Information Technology,1408.443,4418.256,7305.129,7.423,23.287,38.502,Estimated data,189.733094248481
42876,239699,9F Inc.,US65442R1095,Communication Services,346.206,1274.336,17375.167,1.902,7.002,95.473,Estimated data,181.991
42881,239705,"CIMC Vehicles (Group) Co., Ltd.",CNE100003K46,Industrials,37270.01,153770.61,1524233.847,9.8,40.433,400.784,Value derived from data provided in Environmental/CSR,3803.127385093326
